PROTID	DESC	COMPLEXID
Q16514	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	CORUM:470
Q16526	Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	CORUM:2772
Q16531	CEN complex	CORUM:929
Q16531	CSA complex	CORUM:727
Q16531	CSA-POLIIa complex	CORUM:728
Q16531	DDB complex	CORUM:790
Q16531	DDB2 complex	CORUM:726
Q16531	Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)	CORUM:1211
Q16531	Ubiquitin E3 ligase (CDT1, DDB1, CUL4A, RBX1)	CORUM:2172
Q16531	Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	CORUM:391
Q16531	Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	CORUM:1162
Q16531	Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)	CORUM:1214
Q16533	SNAPc (small nuclear RNA-activating protein) complex	CORUM:114
Q16540	39S ribosomal subunit, mitochondrial	CORUM:324
Q16540	55S ribosome, mitochondrial	CORUM:320
Q16543	Emerin complex 25	CORUM:5613
Q16543	HSP90-CDC37-LRRK2 complex	CORUM:5849
Q16543	IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex	CORUM:5234
Q16543	Kinase maturation complex 1	CORUM:5199
Q16543	Kinase maturation complex 2	CORUM:5212
Q16543	TNF-alpha/NF-kappa B signaling complex 10	CORUM:5286
Q16543	TNF-alpha/NF-kappa B signaling complex 6	CORUM:5266
Q16543	TNF-alpha/NF-kappa B signaling complex 7	CORUM:5268
Q16543	TNF-alpha/NF-kappa B signaling complex 8	CORUM:5269
Q16543	TNF-alpha/NF-kappa B signaling complex 9	CORUM:5285
Q16560	12S U11 snRNP	CORUM:1068
Q16560	18S U11/U12 snRNP	CORUM:430
Q16576	ALL-1 supercomplex	CORUM:1257
Q16576	Anti-HDAC2 complex	CORUM:632
Q16576	BRMS1-SIN3-HDAC complex	CORUM:696
Q16576	HCF-1 complex	CORUM:2721
Q16576	HDAC1-associated core complex cII	CORUM:649
Q16576	HDAC1-associated protein complex	CORUM:646
Q16576	HDAC2-asscociated core complex	CORUM:650
Q16576	ING2 complex	CORUM:2851
Q16576	MTA1 complex	CORUM:886
Q16576	MTA1-HDAC core complex	CORUM:889
Q16576	MTA2 complex	CORUM:888
Q16576	MeCP1 complex	CORUM:685
Q16576	Mi2/NuRD complex	CORUM:61
Q16576	NuRD.1 complex	CORUM:587
Q16576	Polycomb repressive complex 2 (PRC2)	CORUM:996
Q16576	SIN3 complex	CORUM:732
Q16576	SIN3-ING1b complex I	CORUM:738
Q16576	SIN3-ING1b complex II	CORUM:739
Q16576	SIN3-SAP25 complex	CORUM:743
Q16576	SNF2h-cohesin-NuRD complex	CORUM:282
Q16576	hNURF complex	CORUM:100
Q16584	POSH-MLK3 complex	CORUM:1299
Q16594	ALL-1 supercomplex	CORUM:1257
Q16594	DA complex	CORUM:492
Q16594	DAB complex	CORUM:493
Q16594	GCN5-TRRAP histone acetyltransferase complex	CORUM:438
Q16594	MLL1-WDR5 complex	CORUM:5386
Q16594	PCAF complex	CORUM:477
Q16594	STAGA complex (SPT3-TAF9-GCN5 acetyltransferase complex)	CORUM:476
Q16594	STAGA core complex (SPT3-TAF9-GCN5 acetyltransferase complex)	CORUM:478
Q16594	TFIID complex	CORUM:509
Q16594	TFIID complex, B-cell specific	CORUM:485
Q16594	TFIID-beta complex	CORUM:469
Q16594	TFIID-beta complex	CORUM:514
Q16594	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	CORUM:470
Q16602	CRLR-RAMP1 complex	CORUM:1300
Q16602	CRLR-RAMP1 complex	CORUM:1301
Q16602	CRLR-RAMP2 complex	CORUM:3140
Q16602	CRLR-RAMP3 complex	CORUM:3141
Q16611	MCL1-BAK1 complex	CORUM:5823
Q16623	SNARE complex (SNAP23, STX1A)	CORUM:915
Q16623	SNARE complex (STX1A, SNAP29)	CORUM:873
Q16623	SNARE complex (VAMP2, SNAP25, STX1a, CPLX1)	CORUM:793
Q16623	SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	CORUM:1137
Q16623	SNARE complex (VAMP2, SNAP25, STX1a, CPLX2)	CORUM:794
Q16623	SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	CORUM:1138
Q16623	SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	CORUM:1139
Q16629	12S U11 snRNP	CORUM:1068
Q16629	Spliceosome	CORUM:351
Q16630	CF IIAm complex (Cleavage factor IIAm complex)	CORUM:1141
Q16630	Spliceosome	CORUM:351
Q16633	OCT1-OBF1-DNA complex	CORUM:3132
Q16633	OCT1-OBF1-DNA-TLE1 complex	CORUM:3120
Q16637	Anti-Sm protein complex	CORUM:832
Q16637	SMN complex	CORUM:1143
Q16637	SMN complex (GEMIN2,5, SMN)	CORUM:3298
Q16637	SMN complex (GEMIN5,2,3,4, SMN)	CORUM:3284
Q16637	SMN containing complex	CORUM:1746
Q16637	SMN1-SIP1-SNRP complex	CORUM:3118
Q16637	TIM50a-SMN1 complex	CORUM:3098
Q16665	ARNT-HIF1A complex	CORUM:5382
Q16665	HIF1A-OS9-EGLN1 complex	CORUM:5276
Q16665	HIF1A-OS9-EGLN3 complex	CORUM:5277
Q16665	VEGF transcriptional complex	CORUM:298
Q16665	VHL-TBP1-HIF1A complex	CORUM:5273
Q16740	ClpP complex, heptameric	CORUM:3988
Q16740	ClpXP complex	CORUM:3992
Q16787	P2X7 receptor signalling complex	CORUM:725
Q16795	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial	CORUM:2884
Q16819	Meprin A	CORUM:426
Q16820	Meprin A	CORUM:426
Q1EHW4	SIN3-SAP25 complex	CORUM:743
Q2TAY7	Spliceosome	CORUM:351
Q3ZCQ8	TIM (TIMM23, TIMM50) complex, mitochondrial	CORUM:660
Q3ZCQ8	TIM50a-SMN1 complex	CORUM:3098
Q3ZCQ8	TIM50a-coilin complex	CORUM:3099
Q49AN0	Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	CORUM:2773
Q4G0F5	Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)	CORUM:1060
Q4LE39	BRMS1-RBP1 complex	CORUM:697
Q4LE39	SIN3-ING1b complex I	CORUM:738
Q4LE39	SIN3-ING1b complex II	CORUM:739
Q4LE39	SIN3-SAP25 complex	CORUM:743
Q4U2R6	39S ribosomal subunit, mitochondrial	CORUM:324
Q4U2R6	55S ribosome, mitochondrial	CORUM:320
Q4VCS5	RICH1/AMOT polarity complex, Flag-Amot precipitated	CORUM:848
Q4VCS5	RICH1/AMOT polarity complex, Flag-Rich1 precipitated	CORUM:846
Q4ZG51	Spliceosome	CORUM:351
Q52LA3	LINC complex, S-phase	CORUM:5589
Q52LA3	LINC complex, quiescent cells	CORUM:5596
Q52LA3	LINC core complex	CORUM:5593
Q52LR7	NuA4/Tip60-HAT complex A	CORUM:798
Q53EL6	Emerin complex 52	CORUM:5615
Q53GS9	Spliceosome	CORUM:351
Q53HL2	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	CORUM:1119
Q53SF7	CEN complex	CORUM:929
Q53T94	TBP-TAF complex	CORUM:5727
Q53TQ3	INO80 chromatin remodeling complex	CORUM:302
Q5H9R7	UTX-MLL2/3 complex	CORUM:3075
Q5JS54	PAC3-PAC4 complex	CORUM:3033
Q5PPR5	ITGAV-P2RY2-GNA12 complex	CORUM:3110
Q5PSV4	ING2 complex	CORUM:2851
Q5QJE6	TDT-TDIF2-core-histone complex	CORUM:551
Q5RKV6	Exosome	CORUM:789
Q5S007	HSP90-CDC37-LRRK2 complex	CORUM:5849
Q5SXM2	SNAPc (small nuclear RNA-activating protein) complex	CORUM:114
Q5T200	CEN complex	CORUM:929
Q5T2T1	RICH1/AMOT polarity complex, Flag-Amot precipitated	CORUM:848
Q5T653	39S ribosomal subunit, mitochondrial	CORUM:324
Q5T653	55S ribosome, mitochondrial	CORUM:320
Q5TA45	DSS1 complex	CORUM:1154
Q5TA45	Integrator complex	CORUM:1153
Q5TA45	Integrator-RNAPII complex	CORUM:1155
Q5TD97	ACT homodimer complex	CORUM:3185
Q5TD97	ACT-CREB complex	CORUM:3191
Q5TD97	FHL2-ACT complex	CORUM:3188
Q5TD97	FHL4/STX11-ACT complex	CORUM:3196
Q5TKA1	LIN9-BMYB complex	CORUM:839
Q5TKA1	LINC complex, S-phase	CORUM:5589
Q5TKA1	LINC complex, quiescent cells	CORUM:5596
Q5TKA1	LINC core complex	CORUM:5593
Q5U623	SP1-MCAF2 complex	CORUM:2237
Q5VTR2	RNF20-RNF40-UbE2E1 complex	CORUM:1165
Q5VWG9	DA complex	CORUM:492
Q5VWG9	DAB complex	CORUM:493
Q5W141	SCF subcomplex (WEE1, SKP2, BTRC)	CORUM:2880
Q5XPI4	Ubiquitin E3 ligase (UBADC1, RNF123)	CORUM:386
Q5XUX0	Ubiquitin E3 ligase (FBXO31, SKP1A, CUL1, RBX1)	CORUM:729
Q5YLB2	BRCA1-IRIS-pre-replication complex	CORUM:2210
Q63HK5	FE65-TSHZ3-HDAC1 complex	CORUM:5870
Q63HQ0	Gamma-BAR-AP1 complex	CORUM:144
Q64663	P2X7 receptor signalling complex	CORUM:725
Q676U5	TNF-alpha/NF-kappa B signaling complex 10	CORUM:5286
Q68CP9	PBAF complex (Polybromo- and BAF containing complex)	CORUM:149
Q68E01	Integrator complex	CORUM:1153
Q68E01	Integrator-RNAPII complex	CORUM:1155
Q68EM7	RICH1-PAR3-aPKC polarity complex	CORUM:847
Q68EM7	RICH1/AMOT polarity complex, Flag-Amot precipitated	CORUM:848
Q68EM7	RICH1/AMOT polarity complex, Flag-Rich1 precipitated	CORUM:846
Q69YN4	CEN complex	CORUM:929
Q69YN4	Spliceosome	CORUM:351
Q6FID1	39S ribosomal subunit, mitochondrial	CORUM:324
Q6FID1	55S ribosome, mitochondrial	CORUM:320
Q6I9Y2	Spliceosome	CORUM:351
Q6I9Y2	THO complex	CORUM:774
Q6I9Y2	TREX complex	CORUM:770
Q6IA86	Elongator holo complex	CORUM:1380
Q6IAQ7	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	CORUM:563
Q6IBW4	Condensin II	CORUM:160
Q6IE81	HBO1 complex	CORUM:2858
Q6IE81	ING4 complex (ING4, MYST2, C1orf149, PHF17)	CORUM:1352
Q6IE81	ING5 complex	CORUM:2859
Q6IEG0	12S U11 snRNP	CORUM:1068
Q6IEG0	18S U11/U12 snRNP	CORUM:430
Q6IPU0	CENP-A NAC-CAD complex	CORUM:1179
Q6IT96	MTA1 complex	CORUM:886
Q6IT96	MTA1-HDAC core complex	CORUM:889
Q6IT96	NuRD.1 complex	CORUM:587
Q6MZP7	LINC complex, S-phase	CORUM:5589
Q6MZP7	LINC complex, quiescent cells	CORUM:5596
Q6MZP7	LINC core complex	CORUM:5593
Q6NUQ1	SNARE complex (RINT1, ZW10, p31)	CORUM:705
Q6NZY4	C complex spliceosome	CORUM:1181
Q6P161	39S ribosomal subunit, mitochondrial	CORUM:324
Q6P161	55S ribosome, mitochondrial	CORUM:320
Q6P179	ERAP1-ERAP2 complex	CORUM:5370
Q6P1J9	Paf complex	CORUM:1167
Q6P1L8	39S ribosomal subunit, mitochondrial	CORUM:324
Q6P1L8	55S ribosome, mitochondrial	CORUM:320
Q6P1M3	LLGL2-PAR-6B-PRKCI complex	CORUM:955
Q6P1M3	SCRIB-LGL2 complex	CORUM:926
Q6P1X5	DA complex	CORUM:492
Q6P1X5	DAB complex	CORUM:493
Q6P1X5	TFIID-beta complex	CORUM:469
Q6P1X5	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	CORUM:470
Q6P2C8	Mediator complex	CORUM:230
Q6P2C8	Mediator complex	CORUM:5450
Q6P2C8	PC2 complex	CORUM:300
Q6P2C8	SMCC complex	CORUM:301
Q6P2C8	TRAP complex	CORUM:535
Q6P2E9	Decapping complex	CORUM:559
Q6P2Q9	18S U11/U12 snRNP	CORUM:430
Q6P2Q9	C complex spliceosome	CORUM:1181
Q6P2Q9	Exon junction complex (mRNA splicing-dependent)	CORUM:1195
Q6P2Q9	Spliceosome	CORUM:351
Q6P2Q9	Toposome	CORUM:924
Q6P3W7	Nop56p-associated pre-rRNA complex	CORUM:3055
Q6P4R8	INO80 chromatin remodeling complex	CORUM:302
Q6P9B9	DSS1 complex	CORUM:1154
Q6P9B9	Integrator complex	CORUM:1153
Q6P9B9	Integrator-RNAPII complex	CORUM:1155
Q6PD62	Paf complex	CORUM:1167
Q6PGP7	SKI complex	CORUM:1168
Q6PI98	INO80 chromatin remodeling complex	CORUM:302
Q6PI98	MLL1-WDR5 complex	CORUM:5386
Q6PUV4	SNARE complex (VAMP2, SNAP25, STX1a, CPLX2)	CORUM:794
Q6Q0C0	Kinase maturation complex 1	CORUM:5199
Q6QNY0	AP3-BLOC1 complex	CORUM:652
Q6QNY0	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	CORUM:23
Q6QNY0	BLOC1-BLOC2 complex	CORUM:654
Q6QNY1	AP3-BLOC1 complex	CORUM:652
Q6QNY1	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	CORUM:23
Q6QNY1	BLOC1-BLOC2 complex	CORUM:654
Q6R327	mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR)	CORUM:2969
Q6R327	mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR, SIN1)	CORUM:3979
Q6STE5	BRG1-SIN3A complex	CORUM:713
Q6STE5	BRM-SIN3A complex	CORUM:714
Q6STE5	RNA polymerase II complex, chromatin structure modifying	CORUM:3064
Q6STE5	RNA polymerase II complex, chromatin structure modifying	CORUM:3065
Q6T4P5	CEN complex	CORUM:929
Q6UB99	ANCO1-HDAC3  complex	CORUM:5426
Q6UN15	Cleavage and polyadenylation factor (CPSF)	CORUM:1144
Q6UW60	RNA polymerase II complex, chromatin structure modifying	CORUM:3064
Q6UWZ7	BRCA1 A complex	CORUM:2786
Q6UX04	C complex spliceosome	CORUM:1181
Q6UXN9	Set1A complex	CORUM:2731
Q6UXN9	Set1B complex	CORUM:2730
Q6VMQ6	MBD1-MCAF complex	CORUM:2759
Q6VMQ6	MBD1-MCAF1-SETDB1 complex	CORUM:2238
Q6VMQ6	SETDB1-containing HMTase complex	CORUM:2749
Q6VY07	AP1G1-PACS1-FURIN complex	CORUM:5165
Q6W2J9	BCOR complex	CORUM:1178
Q6WCQ1	MRIP-MBS-RHOA complex	CORUM:815
Q6WKZ4	RCP-Rab11 complex	CORUM:3941
Q6WN34	CHL2-BMP2 complex	CORUM:3710
Q6WN34	CHL2-BMP2-TSG complex	CORUM:3711
Q6Y2X3	DRIP78-PHLP complex	CORUM:3828
Q6ZN18	EED-EZH2 complex	CORUM:974
Q6ZRS2	DMAP1-associated complex	CORUM:799
Q6ZRS2	NCOR1 complex	CORUM:1413
Q6ZRS2	SRCAP-associated chromatin remodeling complex	CORUM:304
Q6ZW49	PTIP-DNA damage response complex	CORUM:5197
Q6ZW49	PTIP-HMT complex	CORUM:5195
Q6ZW49	UTX-MLL2/3 complex	CORUM:3075
Q6ZYL4	TFIIH transcription factor complex	CORUM:1029
Q71DI3	TLE-Histone H3 complex	CORUM:3127
Q71F23	CEN complex	CORUM:929
Q71F23	CENP-A NAC-CAD complex	CORUM:1179
Q71F23	CENP-A nucleosome associated complex	CORUM:927
Q71F56	Mediator complex	CORUM:230
Q71F56	Mediator complex	CORUM:5450
Q71SY5	ARC complex	CORUM:232
Q71SY5	ARC complex	CORUM:288
Q71SY5	ARC-L complex	CORUM:287
Q71SY5	ARC92-Mediator complex	CORUM:909
Q71SY5	CRSP complex	CORUM:284
Q71SY5	Mediator complex	CORUM:230
Q71SY5	Mediator complex	CORUM:5450
Q71SY5	TRAP-SMCC mediator complex	CORUM:867
Q71U36	60S APC containing complex	CORUM:3008
Q71U36	FIB-associated protein complex	CORUM:1231
Q71U36	Nop56p-associated pre-rRNA complex	CORUM:3055
Q75QN2	DSS1 complex	CORUM:1154
Q75QN2	Integrator complex	CORUM:1153
Q75QN2	Integrator-RNAPII complex	CORUM:1155
Q7KZ85	HES1 promoter corepressor complex	CORUM:2638
Q7KZ85	HES1 promoter-Notch enhancer complex	CORUM:2639
Q7KZF4	STAT6-p100-RHA complex	CORUM:3129
Q7KZI7	Kinase maturation complex 1	CORUM:5199
Q7L014	17S U2 snRNP	CORUM:2755
Q7L014	Spliceosome	CORUM:351
Q7L1Q6	CDC5L complex	CORUM:1183
Q7L2E3	H2AX complex I	CORUM:1226
Q7L2H7	eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	CORUM:1097
Q7L2Z9	CENP-A NAC-CAD complex	CORUM:1179
Q7L576	Wave-2 complex	CORUM:186
Q7L5N1	COP9 signalosome complex	CORUM:2174
Q7L5N1	CSA complex	CORUM:727
Q7L5N1	CSA-POLIIa complex	CORUM:728
Q7L5N1	DDB2 complex	CORUM:726
Q7L5Y6	Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)	CORUM:1214
Q7L5Y9	CTLH complex	CORUM:3071
Q7LBR1	ESCRT-III complex	CORUM:1186
Q7RTS3	PTF1-bHLH complex	CORUM:2937
Q7RTV0	17S U2 snRNP	CORUM:2755
Q7RTV0	SF3b complex	CORUM:1737
Q7Z2W9	39S ribosomal subunit, mitochondrial	CORUM:324
Q7Z2W9	55S ribosome, mitochondrial	CORUM:320
Q7Z3B3	MLL1-WDR5 complex	CORUM:5386
Q7Z3B3	MSL complex	CORUM:610
Q7Z412	Pex26-Pex6-Pex1 complex	CORUM:5213
Q7Z4N8	Prolyl 4-hydroxylase (alpha(III)-type)	CORUM:474
Q7Z5R6	RIAM-Rap1-GTP complex	CORUM:2256
Q7Z5R6	RIAM-VASP complex	CORUM:3160
Q7Z5R6	RIAM-profilin complex	CORUM:3159
Q7Z6J0	POSH-AKT2 complex	CORUM:3138
Q7Z6J0	POSH-MLK3 complex	CORUM:1299
Q7Z6J2	GRASP-GRP1 complex	CORUM:1063
Q7Z6J9	RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)	CORUM:5284
Q7Z6J9	tRNA splicing endonuclease	CORUM:5283
Q7Z6Z7	ARF-Mule complex	CORUM:220
Q7Z7F7	39S ribosomal subunit, mitochondrial	CORUM:324
Q7Z7F7	55S ribosome, mitochondrial	CORUM:320
Q7Z7G2	SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	CORUM:1138
Q7Z7G2	SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	CORUM:1139
Q7Z7H8	39S ribosomal subunit, mitochondrial	CORUM:324
Q7Z7H8	55S ribosome, mitochondrial	CORUM:320
Q86T24	Kaiso-NCOR complex	CORUM:2183
Q86TM6	Retrotranslocation complex	CORUM:156
Q86TM6	p97/VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex	CORUM:4999
Q86TP1	Prune-GSK3beta complex	CORUM:757
Q86TP1	Prune-Gelsolin complex	CORUM:756
Q86TP1	Prune/Nm23-H1 complex	CORUM:758
Q86TS9	39S ribosomal subunit, mitochondrial	CORUM:324
Q86TS9	55S ribosome, mitochondrial	CORUM:320
Q86U70	E-box sequence-binding complex	CORUM:140
Q86U70	LMO4-BRCA1-CTIP-LDB1 complex	CORUM:2214
Q86U70	Rb-tal-1-E2A-Lmo2-Ldb1 complex	CORUM:1372
Q86U86	PBAF complex (Polybromo- and BAF containing complex)	CORUM:149
Q86UP2	TNF-alpha/NF-kappa B signaling complex 8	CORUM:5269
Q86UW6	UTX-MLL2/3 complex	CORUM:3075
Q86V81	C complex spliceosome	CORUM:1181
Q86V81	Exon junction complex	CORUM:785
Q86V81	Spliceosome	CORUM:351
Q86V81	Splicing-associated factors complex	CORUM:5449
Q86V81	TREX complex	CORUM:770
Q86VN1	ESCRT-II complex	CORUM:1187
Q86VP6	CAND1-CUL1-RBX1 complex	CORUM:219
Q86VP6	CAND1-CUL2-RBX1 complex	CORUM:221
Q86VP6	CAND1-CUL3-RBX1 complex	CORUM:222
Q86VP6	CAND1-CUL4A-RBX1 complex	CORUM:223
Q86VP6	CAND1-CUL4B-RBX1 complex	CORUM:224
Q86VW2	GNAQ-GEFT-RHOA complex	CORUM:3153
Q86W42	Spliceosome	CORUM:351
Q86W42	THO complex	CORUM:774
Q86W42	TREX complex	CORUM:770
Q86W51	p23 protein complex	CORUM:999
Q86WB0	Ubiquitin E3 ligase (NIPA, SKP1A, CUL1, RBX1)	CORUM:2192
Q86X55	NUMAC complex (nucleosomal methylation activator complex)	CORUM:86
Q86XI2	Condensin II	CORUM:160
Q86XK2	Neddylin ligase (FBXO11, SKP1, CUL1, RBX1)	CORUM:1260
Q86XN7	UTX-MLL2/3 complex	CORUM:3075
Q86XP3	SF3b complex	CORUM:1737
Q86Y82	SNARE complex (HGS, SNAP25, STX13)	CORUM:706
Q86Y82	SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)	CORUM:1874
Q86Y82	SNARE complex (VAMP2, SNAP25, STX13)	CORUM:707
Q86YP4	HDAC1-associated core complex cII	CORUM:649
Q86YP4	HDAC2-asscociated core complex	CORUM:650
Q86YV9	BLOC-2 (biogenesis of lysosome-related organelles complex 2)	CORUM:12
Q86YV9	BLOC1-BLOC2 complex	CORUM:654
Q8IU60	Decapping complex	CORUM:559
Q8IU60	mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	CORUM:822
Q8IUQ4	Ubiquitin E3 ligase (SIAH1, SIP, SKP1A, TBL1X)	CORUM:1255
Q8IUR7	CTLH complex	CORUM:3071
Q8IVI9	NOS3-CAV1-NOSTRIN complex	CORUM:550
Q8IVT5	KSR1 homooligomer complex	CORUM:5918
Q8IVT5	KSR1-BRAF-MEK complex	CORUM:5921
Q8IVT5	KSR1-RAF1-MEK complex	CORUM:5920
Q8IVT5	MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex	CORUM:5877
Q8IWE5	PLEKHM2-KIF5B complex	CORUM:5401
Q8IWI9	E2F-6 complex	CORUM:1194
Q8IWX8	17S U2 snRNP	CORUM:2755
Q8IX12	TNF-alpha/NF-kappa B signaling complex 10	CORUM:5286
Q8IXH7	NELF complex (Negative elongation factor complex)	CORUM:2598
Q8IXI1	MIRO2-Milton complex	CORUM:5836
Q8IXI1	PINK1-MIRO2-Milton complex	CORUM:5832
Q8IXK0	BMI1-HPH1-HPH2 complex	CORUM:5518
Q8IXK0	Polycomb repressive complex 1 (PRC1, hPRC-H)	CORUM:116
Q8IXM2	MLL1-WDR5 complex	CORUM:5386
Q8IXM3	39S ribosomal subunit, mitochondrial	CORUM:324
Q8IXM3	55S ribosome, mitochondrial	CORUM:320
Q8IY57	E2F-6 complex	CORUM:1194
Q8IY63	RICH1/AMOT polarity complex, Flag-Amot precipitated	CORUM:848
Q8IYB3	C complex spliceosome	CORUM:1181
Q8IYB3	CDC5L complex	CORUM:1183
Q8IYB3	Exon junction complex	CORUM:785
Q8IYB3	Exon junction complex (mRNA splicing-dependent)	CORUM:1195
Q8IYB3	SRm160-SRm300 complex	CORUM:2833
Q8IYB3	SRm160/300 complex	CORUM:1261
Q8IYB3	Spliceosome	CORUM:351
Q8IYB3	Splicing-associated factors complex	CORUM:5449
Q8IYD1	SMG-1-Upf1-eRF1-eRF3 complex (SURF)	CORUM:784
Q8IYD1	eRF1-eRF3-GTP-Mg(2+) complex	CORUM:809
Q8IZH2	mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	CORUM:822
Q8IZL8	MLL1-WDR5 complex	CORUM:5386
Q8IZP0	Wave-2 complex	CORUM:186
Q8IZQ8	Ternary complex (GATA4, SRF, MYOCD)	CORUM:3917
Q8N0S6	CEN complex	CORUM:929
Q8N0S6	CENP-A NAC-CAD complex	CORUM:1179
Q8N122	mTOR-RAPTOR complex	CORUM:3980
Q8N122	mTOR-signaling complex (mTOR/FRAP1, RAPTOR)	CORUM:2991
Q8N163	IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex	CORUM:5234
Q8N1F7	CEN complex	CORUM:929
Q8N201	Integrator complex	CORUM:1153
Q8N201	Integrator-RNAPII complex	CORUM:1155
Q8N257	H2AX complex I	CORUM:1226
Q8N257	H2AX complex II	CORUM:1227
Q8N257	H2AX complex, isolated from cells without IR exposure	CORUM:1223
Q8N2Z9	CENP-A NAC-CAD complex	CORUM:1179
Q8N3C0	hASC-1 complex	CORUM:1377
Q8N3R9	CRB1-MPP5-INADL complex	CORUM:460
Q8N3R9	MPP4-MPP5-CRB1 complex	CORUM:461
Q8N3R9	PAR3-PAR6-PALS1 complex	CORUM:918
Q8N3R9	RICH1/AMOT polarity complex, Flag-Amot precipitated	CORUM:848
Q8N3R9	RICH1/AMOT polarity complex, Flag-Rich1 precipitated	CORUM:846
Q8N3U4	Cohesin-SA2 complex	CORUM:166
Q8N3U4	SNF2h-cohesin-NuRD complex	CORUM:282
Q8N3Y1	Ubiquitin E3 ligase (GLMN, FBXW8, SKP1A, RBX1)	CORUM:1258
Q8N3Y1	Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)	CORUM:81
Q8N488	BCOR complex	CORUM:1178
Q8N5C8	TNF-alpha/NF-kappa B signaling complex 7	CORUM:5268
Q8N5N7	39S ribosomal subunit, mitochondrial	CORUM:324
Q8N5N7	55S ribosome, mitochondrial	CORUM:320
Q8N5Y2	MSL complex	CORUM:610
Q8N608	Kv4.2-DPP10 channel complex	CORUM:595
Q8N668	MURR1-NF(kappa)Bp65-IKBA complex	CORUM:5475
Q8N684	CF IIAm complex (Cleavage factor IIAm complex)	CORUM:1141
Q8N6M7	RICTOR-mTOR complex	CORUM:1895
Q8N726	ARF-Mule complex	CORUM:220
Q8N7H5	Paf complex	CORUM:1167
Q8N8D1	12S U11 snRNP	CORUM:1068
Q8N8D1	18S U11/U12 snRNP	CORUM:430
Q8N983	39S ribosomal subunit, mitochondrial	CORUM:324
Q8N983	55S ribosome, mitochondrial	CORUM:320
Q8N9N2	hASC-1 complex	CORUM:1377
Q8NB91	FA complex (Fanconi anemia complex)	CORUM:2739
Q8NBT2	NDC80 kinetochore complex	CORUM:127
Q8NBZ0	INO80 chromatin remodeling complex	CORUM:302
Q8NCE0	RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)	CORUM:5284
Q8NCE0	tRNA splicing endonuclease	CORUM:5283
Q8ND76	Set1A complex	CORUM:2731
Q8ND76	Set1B complex	CORUM:2730
Q8NDV2	HTR1A-GPR26 complex	CORUM:5419
Q8NDX5	Polycomb repressive complex 1 (PRC1, hPRC-H)	CORUM:116
Q8NEB9	Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)	CORUM:429
Q8NEM2	CEN complex	CORUM:929
Q8NEZ4	ASCOM complex	CORUM:1400
Q8NEZ4	PTIP-HMT complex	CORUM:5195
Q8NEZ4	UTX-MLL2/3 complex	CORUM:3075
Q8NFD5	BAF complex	CORUM:189
Q8NFD5	EBAFb complex	CORUM:1239
Q8NFD5	RSmad complex	CORUM:2829
Q8NFD5	SWI-SNF chromatin remodeling-related-BRCA1 complex	CORUM:238
Q8NFH3	Nup 107-160 subcomplex	CORUM:87
